,id,host_is_superhost,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,bedrooms,beds,price,availability_365,number_of_reviews,calculated_host_listings_count,reviews_per_month,bathrooms,puntuacion_media
6065,21402384,1,1,Bellas Vistas,Tetuán,Entire apartment,Entire home/apt,2.0,2.0,48.0,55,79,2,1.91,1.0,4.816666666666666
6067,21408141,0,1,Embajadores,Centro,Entire loft,Entire home/apt,3.0,3.0,117.0,306,103,1,2.5,3.0,4.757142857142857
6068,21408258,0,1,Universidad,Centro,Entire apartment,Entire home/apt,3.0,4.0,217.0,221,80,1,1.91,3.0,4.741379310344827
6069,21412860,0,1,Rios Rosas,Chamberí,Private room in guest suite,Private room,1.0,1.0,45.0,0,4,1,0.1,1.0,4.666666666666667
6070,21417280,0,0,Casco Histórico de Vallecas,Villa de Vallecas,Private room in apartment,Private room,1.0,1.0,164.0,6,18,1,0.43,1.0,4.428571428571429
6071,21417708,0,1,Argüelles,Moncloa - Aravaca,Private room in house,Private room,3.0,4.0,60.0,0,5,1,0.12,1.0,5.0
6072,21418557,0,1,Trafalgar,Chamberí,Entire apartment,Entire home/apt,1.0,1.0,93.0,135,5,10,0.12,1.0,3.75
6073,21418722,0,0,Goya,Salamanca,Entire apartment,Entire home/apt,2.0,3.0,160.0,0,1,1,0.02,2.0,1.0
6074,21419399,0,0,Puerta Bonita,Carabanchel,Private room in apartment,Private room,1.0,1.0,25.0,0,26,2,0.62,1.5,4.454545454545454
6075,21419465,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,61.0,0,15,1,0.36,1.0,4.5
6076,21422183,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,3.0,210.0,306,26,62,0.62,1.0,4.571428571428571
6077,21422656,0,1,Justicia,Centro,Private room in apartment,Private room,1.0,1.0,31.0,0,12,1,0.28,1.0,4.2
6078,21423389,0,0,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,40.0,89,2,1,0.05,0.0,4.5
6079,21424926,0,0,Delicias,Arganzuela,Private room in house,Private room,1.0,1.0,26.0,0,6,1,0.14,1.0,4.8
6081,21426603,0,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,30.0,0,119,8,2.81,1.0,4.796116504854369
6083,21435863,1,0,Castilla,Chamartín,Private room in apartment,Private room,1.0,1.0,46.0,0,113,1,2.9,1.0,4.86734693877551
6084,21437216,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,35.0,61,173,3,4.11,1.0,4.881889763779528
6085,21438817,1,0,Ciudad Jardín,Chamartín,Entire apartment,Entire home/apt,3.0,6.0,100.0,170,80,2,1.93,2.0,4.936507936507937
6086,21444447,1,1,Almagro,Chamberí,Entire apartment,Entire home/apt,2.0,3.0,100.0,0,84,1,2.0,1.0,4.892307692307693
6087,21444617,0,1,San Isidro,Carabanchel,Private room in apartment,Private room,1.0,0.0,40.0,181,6,1,0.15,1.0,4.75
6088,21453792,1,1,Orcasur,Usera,Entire apartment,Entire home/apt,3.0,6.0,90.0,33,125,1,3.01,2.0,4.835051546391752
6089,21455170,1,1,Casco Histórico de Barajas,Barajas,Private room in apartment,Private room,1.0,1.0,39.0,355,441,5,10.48,1.5,4.7640750670241285
6090,21456431,0,0,San Andrés,Villaverde,Entire loft,Entire home/apt,1.0,1.0,58.0,0,19,1,0.45,1.5,4.384615384615385
6091,21456587,0,0,Pueblo Nuevo,Ciudad Lineal,Entire apartment,Entire home/apt,1.0,2.0,31.0,170,19,1,0.51,1.0,4.571428571428571
6092,21457533,0,1,Ibiza,Retiro,Entire apartment,Entire home/apt,3.0,4.0,210.0,326,23,11,0.54,2.0,4.9375
6093,21465818,1,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,1.0,55.0,10,114,1,2.72,1.0,4.7682926829268295
6095,21470292,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,30.0,73,15,2,0.37,1.0,4.285714285714286
6097,21473919,0,1,San Diego,Puente de Vallecas,Private room in apartment,Private room,4.0,1.0,11.0,350,28,6,0.66,1.0,4.523809523809524
6098,21476110,0,1,San Pascual,Ciudad Lineal,Private room in apartment,Private room,2.0,2.0,31.0,0,9,1,0.24,1.0,3.75
6099,21479987,0,1,Gaztambide,Chamberí,Private room in apartment,Private room,1.0,1.0,14.0,298,1,18,0.03,1.5,1.0
6100,21480621,0,0,Ventas,Ciudad Lineal,Entire apartment,Entire home/apt,2.0,2.0,78.0,0,2,1,0.05,1.0,1.0
6101,21484560,0,1,Goya,Salamanca,Entire apartment,Entire home/apt,2.0,3.0,50.0,272,48,3,1.14,1.0,4.790697674418604
6103,21486293,1,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,20.0,70,215,1,5.14,1.0,4.811827956989247
6104,21492514,0,0,Concepción,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,28.0,89,2,3,0.05,1.0,5.0
6105,21493122,1,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,69.0,120,111,1,2.69,1.0,4.681318681318682
6107,21496663,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,3.0,50.0,245,243,3,5.82,1.0,4.855670103092783
6108,21497071,0,1,Sol,Centro,Private room in apartment,Private room,1.0,1.0,29.0,0,105,8,2.49,1.0,4.709677419354839
6109,21498125,1,1,Embajadores,Centro,Entire loft,Entire home/apt,1.0,2.0,45.0,287,258,3,6.14,1.0,4.747747747747748
6110,21498187,0,0,Recoletos,Salamanca,Private room in apartment,Private room,1.0,0.0,96.0,365,9,1,0.27,1.0,3.0
6111,21499603,0,0,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,44.0,106,52,3,1.44,1.0,4.631578947368421
6112,21507647,0,0,Sol,Centro,Shared room in bed and breakfast,Shared room,1.0,8.0,15.0,361,13,19,0.31,6.5,4.181818181818182
6114,21508987,0,1,Imperial,Arganzuela,Entire apartment,Entire home/apt,2.0,5.0,90.0,142,135,59,3.22,1.0,4.5607476635514015
6115,21509581,0,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,3.0,103.0,0,148,59,3.53,1.0,4.783783783783784
6116,21511210,0,0,Sol,Centro,Shared room in bed and breakfast,Shared room,1.0,8.0,15.0,365,6,19,0.18,6.5,5.0
6117,21511940,0,0,Sol,Centro,Shared room in bed and breakfast,Shared room,1.0,44.0,28.0,365,2,19,0.06,6.0,1.0
6118,21513378,0,0,San Andrés,Villaverde,Private room in apartment,Private room,1.0,1.0,24.0,31,6,3,0.15,1.0,4.8
6119,21513959,0,0,Sol,Centro,Entire apartment,Entire home/apt,1.0,1.0,98.0,103,48,1,1.16,1.5,4.7631578947368425
6121,21515121,1,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,71.0,365,90,1,2.16,1.0,4.871428571428571
6122,21515176,0,1,Palos de Moguer,Arganzuela,Entire loft,Entire home/apt,1.0,1.0,100.0,318,98,1,2.34,1.0,4.693181818181818
6123,21516513,0,0,Quintana,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,40.0,46,70,1,1.66,1.0,4.711864406779661
6125,21525464,0,1,Los Rosales,Villaverde,Private room in apartment,Private room,1.0,2.0,18.0,365,14,13,0.33,1.0,4.875
6126,21525718,0,0,Universidad,Centro,Entire apartment,Entire home/apt,3.0,5.0,80.0,14,72,1,1.77,1.0,4.741379310344827
6127,21534424,0,1,Ciudad Jardín,Chamartín,Private room in condominium,Private room,1.0,1.0,15.0,7,16,2,0.39,1.0,4.4375
6128,21535357,0,0,Valdefuentes,Hortaleza,Private room in condominium,Private room,1.0,2.0,40.0,76,3,1,0.07,1.0,5.0
6130,21544460,0,0,Sol,Centro,Entire apartment,Entire home/apt,1.0,3.0,96.0,0,1,2,0.03,1.5,5.0
6132,21546820,0,0,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,44.0,7,119,2,2.85,1.0,4.604651162790698
6133,21548692,0,0,Apostol Santiago,Hortaleza,Private room in apartment,Private room,1.0,2.0,25.0,88,2,2,0.05,1.0,1.5
6134,21550729,1,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,4.0,108.0,170,59,4,1.43,2.0,4.8604651162790695
6135,21550962,1,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,2.0,72.0,172,83,4,2.03,1.0,4.766666666666667
6136,21560392,0,0,Sol,Centro,Shared room in bed and breakfast,Shared room,1.0,50.0,28.0,365,5,19,0.12,6.0,4.0
6139,21570744,0,1,Sol,Centro,Entire apartment,Entire home/apt,4.0,4.0,189.0,226,88,2,2.12,2.5,4.809523809523809
6140,21571467,0,0,Numancia,Puente de Vallecas,Private room in loft,Private room,1.0,1.0,19.0,0,5,2,0.12,1.0,3.8
6142,21573980,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,46.0,88,24,2,0.58,1.5,3.5
6143,21575618,0,0,Hispanoamérica,Chamartín,Entire apartment,Entire home/apt,1.0,3.0,99.0,0,25,2,0.6,1.0,4.7727272727272725
6144,21577038,0,0,Sol,Centro,Shared room in bed and breakfast,Shared room,1.0,3.0,31.0,365,1,19,0.03,6.0,5.0
6146,21579635,0,1,Zofío,Usera,Entire apartment,Entire home/apt,3.0,4.0,99.0,365,1,20,0.07,1.0,1.0
6147,21581783,0,1,Opañel,Carabanchel,Entire apartment,Entire home/apt,1.0,2.0,121.0,354,7,31,0.17,1.0,4.5
6148,21584192,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,2.0,175.0,108,89,6,2.3,1.0,4.880597014925373
6149,21584566,0,1,Palos de Moguer,Arganzuela,Private room in apartment,Private room,1.0,1.0,31.0,0,16,1,0.38,2.0,4.615384615384615
6150,21589867,0,0,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,60.0,104,20,1,0.59,1.0,4.833333333333333
6153,21592236,0,1,Entrevías,Puente de Vallecas,Entire apartment,Entire home/apt,2.0,3.0,57.0,345,45,1,1.09,1.0,4.675675675675675
6154,21593162,0,1,Almendrales,Usera,Entire apartment,Entire home/apt,2.0,4.0,41.0,29,125,3,3.0,1.0,4.780487804878049
6155,21595408,0,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,21.0,226,92,2,2.23,1.0,4.835616438356165
6157,21602634,1,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,21.0,0,112,2,2.69,1.5,4.833333333333333
6158,21604470,0,1,Corralejos,Barajas,Entire apartment,Entire home/apt,4.0,6.0,190.0,266,35,2,0.86,2.5,4.862068965517241
6159,21604537,0,1,Acacias,Arganzuela,Private room in guest suite,Private room,2.0,2.0,30.0,0,13,1,0.31,1.0,3.909090909090909
6160,21605138,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,4.0,77.0,1,135,1,3.24,2.0,4.747572815533981
6161,21605391,0,0,Almendrales,Usera,Private room in guest suite,Private room,2.0,5.0,20.0,0,2,1,0.05,2.0,5.0
6162,21605577,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,2.0,116.0,258,94,1,2.29,2.0,4.695652173913044
6164,21608863,0,0,Gaztambide,Chamberí,Entire apartment,Entire home/apt,1.0,2.0,119.0,77,6,1,0.14,1.0,4.333333333333333
6165,21610478,0,0,San Andrés,Villaverde,Private room in apartment,Private room,1.0,1.0,15.0,245,15,3,0.44,1.0,4.133333333333334
6166,21618153,0,0,Concepción,Ciudad Lineal,Entire apartment,Entire home/apt,1.0,1.0,45.0,0,23,3,0.55,1.5,4.470588235294118
6167,21618464,0,0,Sol,Centro,Shared room in bed and breakfast,Shared room,1.0,8.0,31.0,365,2,19,0.05,6.0,5.0
6168,21619303,0,1,Palacio,Centro,Room in serviced apartment,Hotel room,2.0,3.0,108.0,0,11,24,0.27,2.0,4.666666666666667
6169,21620097,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,3.0,103.0,349,77,1,1.86,1.0,4.677966101694915
6170,21621224,0,0,Sol,Centro,Shared room in bed and breakfast,Shared room,1.0,3.0,31.0,365,1,19,0.04,6.0,1.0
6171,21623343,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,2.0,75.0,0,93,1,2.33,1.0,4.84
6172,21628332,1,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,32.0,72,242,1,5.81,1.0,4.869791666666667
6173,21629717,0,0,Puerta del Angel,Latina,Private room in apartment,Private room,1.0,2.0,35.0,0,6,1,0.15,1.0,4.833333333333333
6175,21631907,0,1,Trafalgar,Chamberí,Private room in apartment,Private room,2.0,3.0,25.0,0,2,1,0.05,1.0,5.0
6176,21641319,1,0,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,73.0,40,56,1,1.34,1.0,4.767441860465116
6177,21646746,0,1,Recoletos,Salamanca,Private room in apartment,Private room,2.0,3.0,55.0,365,138,2,3.35,1.5,4.504065040650406
6178,21650897,0,1,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,30.0,0,1,1,0.07,1.5,1.0
6179,21653334,0,1,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,3.0,4.0,90.0,163,61,1,1.47,2.0,4.6938775510204085
6180,21653361,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,69.0,257,49,1,1.2,2.0,4.743589743589744
6181,21654281,0,1,Ventas,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,35.0,0,20,1,0.55,1.0,4.8
6182,21654904,1,1,Trafalgar,Chamberí,Entire apartment,Entire home/apt,2.0,2.0,86.0,0,127,1,3.19,2.0,4.892156862745098
6183,21656494,0,1,Valverde,Fuencarral - El Pardo,Private room in apartment,Private room,1.0,1.0,10.0,0,1,1,0.02,1.0,1.0
6184,21656537,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,90.0,0,5,1,0.12,1.0,4.5
6185,21661715,0,0,Pilar,Fuencarral - El Pardo,Entire apartment,Entire home/apt,1.0,1.0,31.0,0,3,1,0.07,1.0,3.6666666666666665
6186,21665242,1,1,Cortes,Centro,Entire apartment,Entire home/apt,2.0,3.0,53.0,258,78,10,1.87,2.0,4.766666666666667
6187,21671654,0,0,San Diego,Puente de Vallecas,Entire loft,Entire home/apt,1.0,2.0,67.0,0,2,1,0.12,1.0,5.0
6188,21671884,1,1,Almagro,Chamberí,Private room in apartment,Private room,1.0,2.0,58.0,0,22,3,0.53,1.0,4.944444444444445
6189,21672060,1,1,Almagro,Chamberí,Entire apartment,Entire home/apt,2.0,3.0,158.0,242,32,3,0.77,1.0,4.954545454545454
6190,21672942,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,54.0,0,57,1,1.38,1.0,4.659574468085107
6192,21677593,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,3.0,4.0,129.0,253,46,7,1.12,2.0,4.7105263157894735
6193,21685940,0,1,Gaztambide,Chamberí,Entire apartment,Entire home/apt,1.0,2.0,53.0,0,18,3,0.44,1.0,4.928571428571429
6195,21687453,1,1,Ventas,Ciudad Lineal,Entire apartment,Entire home/apt,1.0,1.0,50.0,353,13,1,0.33,1.5,4.923076923076923
6196,21689394,1,1,Hispanoamérica,Chamartín,Entire apartment,Entire home/apt,1.0,1.0,80.0,89,114,1,2.88,1.0,4.928571428571429
6197,21692963,0,0,Quintana,Ciudad Lineal,Entire apartment,Entire home/apt,1.0,1.0,33.0,0,15,1,0.37,1.0,4.416666666666667
6199,21693180,0,1,Valdeacederas,Tetuán,Entire loft,Entire home/apt,2.0,3.0,106.0,0,51,1,1.25,2.0,4.6521739130434785
6201,21698918,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,78.0,16,21,14,0.6,1.0,4.85
6203,21710222,0,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,3.0,120.0,0,74,1,1.8,1.0,4.808510638297872
6204,21711127,1,1,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,29.0,179,77,2,1.88,1.0,4.559322033898305
6205,21718637,0,1,Delicias,Arganzuela,Private room in house,Private room,1.0,1.0,50.0,0,1,1,0.02,1.0,5.0
6206,21719682,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,2.0,55.0,1,37,1,0.9,2.0,4.705882352941177
6207,21723324,0,0,Comillas,Carabanchel,Private room in apartment,Private room,1.0,1.0,20.0,0,10,2,0.24,1.5,4.333333333333333
6209,21727760,0,1,Palos de Moguer,Arganzuela,Private room in apartment,Private room,1.0,1.0,35.0,89,9,1,0.22,1.0,3.5
6210,21728003,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,53.0,345,164,5,3.95,1.0,4.467741935483871
6211,21732035,1,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,2.0,53.0,50,168,4,4.19,1.5,4.8538461538461535
6212,21732039,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,2.0,59.0,0,169,4,4.29,1.5,4.868217054263566
6213,21736363,1,0,Castillejos,Tetuán,Entire apartment,Entire home/apt,1.0,2.0,200.0,0,62,1,1.53,1.0,4.673469387755102
6214,21736382,1,1,Embajadores,Centro,Entire loft,Entire home/apt,3.0,3.0,150.0,0,25,1,0.61,1.5,4.9411764705882355
6216,21737766,1,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,2.0,98.0,325,118,7,2.88,2.0,4.7701149425287355
6219,21747592,0,0,Pacífico,Retiro,Private room in apartment,Private room,1.0,1.0,18.0,0,2,2,0.05,1.0,2.5
6220,21749346,1,0,Embajadores,Centro,Entire apartment,Entire home/apt,3.0,3.0,200.0,0,37,1,0.93,1.0,4.774193548387097
6221,21749942,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,3.0,45.0,362,134,5,3.23,1.0,4.530612244897959
6222,21756845,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,4.0,85.0,242,92,3,2.58,2.0,4.777777777777778
6223,21758630,0,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,1.0,110.0,77,6,8,0.16,1.0,5.0
6224,21758753,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,40.0,179,8,2,0.2,1.0,4.25
6225,21760361,1,0,Lucero,Latina,Private room in apartment,Private room,1.0,2.0,27.0,75,97,1,2.34,1.0,4.869047619047619
6226,21762182,1,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,2.0,83.0,0,31,3,0.81,1.0,4.619047619047619
6227,21763431,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,89.0,0,42,3,1.91,1.0,4.583333333333333
6228,21764635,0,1,Almenara,Tetuán,Private room in house,Private room,1.0,2.0,19.0,0,5,1,0.12,2.0,4.6
6229,21765308,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,3.0,86.0,165,104,5,2.55,1.0,4.821428571428571
6230,21765313,0,0,Sol,Centro,Shared room in bed and breakfast,Shared room,1.0,8.0,21.0,365,4,19,0.18,6.0,3.0
6231,21765690,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,73.0,221,8,1,0.2,1.0,4.875
6234,21767107,0,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,38.0,0,2,1,0.05,1.0,4.5
6235,21769396,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,46.0,359,118,5,2.89,1.0,4.679245283018868
6236,21775628,0,0,Sol,Centro,Shared room in bed and breakfast,Shared room,1.0,8.0,21.0,0,2,19,0.05,6.0,3.0
6238,21778806,1,1,Casa de Campo,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,2.0,80.0,62,82,1,1.99,1.5,4.882352941176471
6239,21780100,0,1,Gaztambide,Chamberí,Entire apartment,Entire home/apt,1.0,2.0,69.0,337,11,3,0.27,1.0,4.875
6240,21782724,0,1,Universidad,Centro,Entire apartment,Entire home/apt,3.0,6.0,120.0,0,76,6,1.87,2.0,4.775862068965517
6241,21794995,0,0,Gaztambide,Chamberí,Private room in house,Private room,1.0,0.0,35.0,0,1,1,0.02,1.0,5.0
6242,21799220,0,0,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,35.0,179,20,1,0.49,1.0,4.714285714285714
6243,21801616,0,1,San Diego,Puente de Vallecas,Private room in apartment,Private room,4.0,1.0,10.0,350,30,6,0.73,1.0,4.523809523809524
6244,21801685,0,0,Sol,Centro,Shared room in bed and breakfast,Shared room,1.0,4.0,31.0,0,3,19,0.07,3.0,4.0
6245,21801872,0,0,Sol,Centro,Shared room in bed and breakfast,Shared room,1.0,5.0,31.0,365,5,19,0.14,6.0,3.6666666666666665
6246,21801965,0,0,Sol,Centro,Shared room in bed and breakfast,Shared room,1.0,4.0,31.0,0,3,19,0.08,6.0,5.0
6247,21802069,0,0,Sol,Centro,Shared room in bed and breakfast,Shared room,1.0,6.0,31.0,365,1,19,0.11,6.0,5.0
6249,21808155,1,1,Embajadores,Centro,Entire serviced apartment,Entire home/apt,1.0,1.0,160.0,0,4,20,0.11,1.0,5.0
6250,21809528,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,80.0,0,16,1,0.39,1.0,4.8125
6251,21813271,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,34.0,107,168,35,4.07,1.0,4.586956521739131
6252,21813489,0,0,Justicia,Centro,Private room in apartment,Private room,1.0,1.0,35.0,106,141,66,3.44,1.0,4.543859649122807
6253,21813599,0,0,Sol,Centro,Entire apartment,Entire home/apt,2.0,2.0,66.0,0,23,1,0.56,1.0,4.863636363636363
6254,21819316,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,50.0,105,12,11,0.3,1.0,4.4
6255,21819769,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,3.0,122.0,122,6,72,0.24,1.0,4.6
6256,21825511,0,1,Embajadores,Centro,Private room,Private room,1.0,1.0,25.0,0,1,1,0.02,1.5,1.0
6257,21827899,1,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,2.0,90.0,318,202,3,4.98,1.0,4.899328859060403
6258,21836210,0,1,Colina,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,40.0,0,3,1,0.07,1.0,5.0
6260,21844127,0,0,Opañel,Carabanchel,Private room in apartment,Private room,1.0,1.0,20.0,340,119,1,2.89,1.0,4.865853658536586
6261,21844625,0,0,Numancia,Puente de Vallecas,Private room in loft,Private room,1.0,1.0,16.0,0,4,2,0.1,1.0,3.75
6263,21847340,0,1,Valdeacederas,Tetuán,Entire apartment,Entire home/apt,1.0,1.0,55.0,335,7,4,0.23,1.0,4.857142857142857
6264,21858457,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,75.0,0,11,1,0.3,1.0,4.444444444444445
6265,21859018,1,1,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,2.0,112.0,231,3,36,0.08,1.0,5.0
6268,21859044,1,1,Casa de Campo,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,2.0,112.0,257,6,36,0.18,1.0,4.8
6269,21859058,1,1,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,2.0,112.0,262,1,36,0.04,1.0,5.0
6270,21859072,1,1,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,2.0,112.0,246,3,36,0.08,1.0,5.0
6271,21859085,1,1,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,2.0,112.0,254,7,36,0.18,1.0,5.0
6272,21859097,1,1,Casa de Campo,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,2.0,112.0,259,1,36,0.03,1.0,5.0
6273,21859113,1,1,Casa de Campo,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,2.0,112.0,255,2,36,0.07,1.0,5.0
6274,21859117,1,1,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,2.0,2.0,147.0,238,1,36,0.03,2.0,4.0
6275,21859129,1,1,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,2.0,2.0,142.0,261,7,36,0.18,2.0,4.857142857142857
6277,21859147,1,1,Casa de Campo,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,2.0,112.0,244,3,36,0.08,1.0,4.666666666666667
6278,21859163,1,1,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,2.0,112.0,242,5,36,0.13,1.0,4.6
6279,21859174,1,1,Casa de Campo,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,2.0,112.0,258,2,36,0.06,1.0,5.0
6280,21859184,1,1,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,2.0,2.0,147.0,215,21,36,0.56,2.0,4.875
6281,21859202,1,1,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,2.0,2.0,142.0,240,6,36,0.18,2.0,4.833333333333333
6282,21859216,1,1,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,2.0,2.0,142.0,261,5,36,0.14,2.0,4.6
6283,21859230,1,1,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,2.0,112.0,256,16,36,0.42,1.0,4.909090909090909
6284,21859247,1,1,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,2.0,112.0,257,4,36,0.19,1.0,4.333333333333333
6285,21859248,1,1,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,2.0,112.0,256,5,36,0.13,1.0,5.0
6286,21859269,1,1,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,2.0,112.0,246,13,36,0.34,1.0,4.818181818181818
6287,21859287,1,1,Casa de Campo,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,2.0,112.0,242,21,36,0.54,1.0,4.777777777777778
6288,21859305,1,1,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,2.0,112.0,247,5,36,0.15,1.0,4.0
